unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"31C68073-138D-FEE3-E063-4804A8C04F37","330000","2025-03-17","LS1 2BH","F","N","L","FLAT 14","PEARL CHAMBERS, 22","EAST PARADE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/31C68073-138D-FEE3-E063-4804A8C04F37/current"
"34222873-4214-4D2B-E063-4704A8C07853","260000","2025-03-31","LS1 2BH","F","N","L","FLAT 8","PEARL CHAMBERS, 22","EAST PARADE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4214-4D2B-E063-4704A8C07853/current"
"36A61A95-6A93-DEF2-E063-4704A8C046AE","44400","2025-05-13","LS1 2DR","F","N","L","","4","YORK PLACE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-6A93-DEF2-E063-4704A8C046AE/current"
"4777E0AF-6FEB-5D59-E063-4804A8C09F8E","75000","2025-11-24","LS1 2EX","F","N","L","APARTMENT 23","22","YORK PLACE","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-6FEB-5D59-E063-4804A8C09F8E/current"
"3B5CE842-79C0-EE3A-E063-4804A8C0D6F1","207500","2025-07-04","LS1 3BB","F","N","L","FLAT 2","53A","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-79C0-EE3A-E063-4804A8C0D6F1/current"
"4777E0AF-B40C-5D59-E063-4804A8C09F8E","479995","2025-05-16","LS1 3BW","F","Y","L","APARTMENT 203","41","WOODHOUSE LANE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B40C-5D59-E063-4804A8C09F8E/current"
"44F406B7-1E20-1095-E063-4704A8C048D4","250000","2025-03-05","LS1 3BW","F","Y","L","APARTMENT 410","41","WOODHOUSE LANE","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B7-1E20-1095-E063-4704A8C048D4/current"
"402A3A66-E7EA-A7DF-E063-4804A8C0B80D","267190","2025-01-23","LS1 3BW","F","Y","L","APARTMENT 506","41","WOODHOUSE LANE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-E7EA-A7DF-E063-4804A8C0B80D/current"
"49E87C33-05E0-591C-E063-4704A8C00C31","257250","2025-01-20","LS1 3BW","F","Y","L","APARTMENT 507","41","WOODHOUSE LANE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C33-05E0-591C-E063-4704A8C00C31/current"
"4777E0AF-B414-5D59-E063-4804A8C09F8E","225000","2025-07-10","LS1 3BW","F","Y","L","APARTMENT 512","41","WOODHOUSE LANE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B414-5D59-E063-4804A8C09F8E/current"
"34222873-4152-4D2B-E063-4704A8C07853","90000","2025-03-19","LS1 3DA","F","N","L","FLAT 1","PORTLAND PLACE, 5","CALVERLEY STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4152-4D2B-E063-4704A8C07853/current"
"402A3A66-A489-A7DF-E063-4804A8C0B80D","112000","2025-07-18","LS1 3DL","F","N","L","APARTMENT 15","THE ST GEORGE BUILDING, 60","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-A489-A7DF-E063-4804A8C0B80D/current"
"42C129E5-60A1-60A9-E063-4804A8C0C25D","105000","2025-10-08","LS1 3DL","F","N","L","APARTMENT 34","THE ST GEORGE BUILDING, 60","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-60A1-60A9-E063-4804A8C0C25D/current"
"31C68073-11E9-FEE3-E063-4804A8C04F37","117000","2025-02-18","LS1 3DL","F","N","L","APARTMENT 53","THE ST GEORGE BUILDING, 60","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/31C68073-11E9-FEE3-E063-4804A8C04F37/current"
"44F406B7-1966-1095-E063-4704A8C048D4","111000","2025-07-23","LS1 3DL","F","N","L","APARTMENT 69","THE ST GEORGE BUILDING, 60","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B7-1966-1095-E063-4704A8C048D4/current"
"38EDC0C3-8A60-0F63-E063-4704A8C00424","210000","2025-06-04","LS1 3DL","F","N","L","APARTMENT 88","THE ST GEORGE BUILDING, 60","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-8A60-0F63-E063-4704A8C00424/current"
"49E87C32-ADC2-591C-E063-4704A8C00C31","209950","2025-12-17","LS1 3LA","F","N","L","FLAT 32","CENTAUR HOUSE, 91","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-ADC2-591C-E063-4704A8C00C31/current"
"44F406B7-17B0-1095-E063-4704A8C048D4","187500","2025-06-12","LS1 3LA","F","N","L","FLAT 43","CENTAUR HOUSE, 91","GREAT GEORGE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B7-17B0-1095-E063-4704A8C048D4/current"
"3B5CE842-758E-EE3A-E063-4804A8C0D6F1","73500","2025-05-09","LS1 4BU","F","N","L","FLAT 39","3","WHITEHALL QUAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-758E-EE3A-E063-4804A8C0D6F1/current"
"2F7F2B43-B6BC-E08F-E063-4804A8C05A49","255000","2025-02-03","LS1 4EA","F","N","L","FLAT 1","CITY CENTRAL, 27","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B43-B6BC-E08F-E063-4804A8C05A49/current"
"42C129E5-5F4C-60A9-E063-4804A8C0C25D","148000","2025-10-02","LS1 4EA","F","N","L","FLAT 52","CITY CENTRAL, 27","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5F4C-60A9-E063-4804A8C0C25D/current"
"4777E0AF-6ED0-5D59-E063-4804A8C09F8E","305000","2025-09-19","LS1 4EA","F","N","L","FLAT 56","CITY CENTRAL, 27","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-6ED0-5D59-E063-4804A8C09F8E/current"
"36A61A95-6938-DEF2-E063-4704A8C046AE","173000","2025-04-08","LS1 4EA","F","N","L","FLAT 6","CITY CENTRAL, 27","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-6938-DEF2-E063-4704A8C046AE/current"
"42C129E5-5FD0-60A9-E063-4804A8C0C25D","220000","2025-08-29","LS1 4ED","F","N","L","FLAT 44","3","LITTLE NEVILLE STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5FD0-60A9-E063-4804A8C0C25D/current"
"3B5CE842-7617-EE3A-E063-4804A8C0D6F1","184950","2025-06-27","LS1 4EE","F","N","L","APARTMENT 20","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-7617-EE3A-E063-4804A8C0D6F1/current"
"402A3A66-A3D0-A7DF-E063-4804A8C0B80D","270000","2025-09-01","LS1 4EE","F","N","L","APARTMENT 30","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-A3D0-A7DF-E063-4804A8C0B80D/current"
"36A61A95-694A-DEF2-E063-4704A8C046AE","192650","2025-03-31","LS1 4EE","F","N","L","APARTMENT 31","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-694A-DEF2-E063-4704A8C046AE/current"
"3B5CE842-760C-EE3A-E063-4804A8C0D6F1","163000","2025-06-30","LS1 4EF","F","N","L","APARTMENT 107","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-760C-EE3A-E063-4804A8C0D6F1/current"
"38EDC0C3-8A0E-0F63-E063-4704A8C00424","315000","2025-05-29","LS1 4EG","F","N","L","APARTMENT 168","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-8A0E-0F63-E063-4704A8C00424/current"
"4777E0AF-6F06-5D59-E063-4804A8C09F8E","180000","2025-11-25","LS1 4EG","F","N","L","APARTMENT 191","WHITEHALL WATERFRONT, 2","RIVERSIDE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-6F06-5D59-E063-4804A8C09F8E/current"
"42C129E5-5ED4-60A9-E063-4804A8C0C25D","216000","2025-10-27","LS1 4ES","F","N","L","FLAT 10","THE QUAYS, 3","CONCORDIA STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5ED4-60A9-E063-4804A8C0C25D/current"
"402A3A66-A312-A7DF-E063-4804A8C0B80D","355000","2025-02-27","LS1 4ES","F","N","L","FLAT 28","THE QUAYS, 3","CONCORDIA STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-A312-A7DF-E063-4804A8C0B80D/current"
"34222873-0608-4D2B-E063-4704A8C07853","355000","2025-03-21","LS1 4ES","F","N","L","FLAT 41","THE QUAYS, 3","CONCORDIA STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-0608-4D2B-E063-4704A8C07853/current"
"34222873-05F5-4D2B-E063-4704A8C07853","245000","2025-04-03","LS1 4ES","F","N","L","FLAT 8","THE QUAYS, 3","CONCORDIA STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-05F5-4D2B-E063-4704A8C07853/current"
"4777E0AF-7065-5D59-E063-4804A8C09F8E","255000","2025-11-21","LS1 4GH","F","N","L","FLAT 20","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-7065-5D59-E063-4804A8C09F8E/current"
"38EDC0C3-8F26-0F63-E063-4704A8C00424","265000","2025-04-28","LS1 4GH","F","N","L","FLAT 44","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-8F26-0F63-E063-4704A8C00424/current"
"402A3A66-A9E8-A7DF-E063-4804A8C0B80D","259500","2025-09-04","LS1 4GH","F","N","L","FLAT 45","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-A9E8-A7DF-E063-4804A8C0B80D/current"
"49E87C32-B4B3-591C-E063-4704A8C00C31","185500","2025-12-19","LS1 4GH","F","N","L","FLAT 57","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-B4B3-591C-E063-4704A8C00C31/current"
"3DCCB7CA-A357-5B9D-E063-4704A8C0331E","262500","2025-08-22","LS1 4GH","F","N","L","FLAT 60","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-A357-5B9D-E063-4704A8C0331E/current"
"42C129E5-615D-60A9-E063-4804A8C0C25D","250000","2025-09-26","LS1 4GJ","F","N","L","FLAT 100","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-615D-60A9-E063-4804A8C0C25D/current"
"34222873-0CEE-4D2B-E063-4704A8C07853","260000","2025-03-27","LS1 4GJ","F","N","L","FLAT 125","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-0CEE-4D2B-E063-4704A8C07853/current"
"4777E0AF-7063-5D59-E063-4804A8C09F8E","269000","2025-12-05","LS1 4GJ","F","N","L","FLAT 136","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-7063-5D59-E063-4804A8C09F8E/current"
"34222873-0D73-4D2B-E063-4704A8C07853","255000","2025-03-21","LS1 4GJ","F","N","L","FLAT 148","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-0D73-4D2B-E063-4704A8C07853/current"
"3DCCB7CA-9F0C-5B9D-E063-4704A8C0331E","127500","2025-06-30","LS1 4GJ","F","N","L","FLAT 94","CANDLE HOUSE, 1","WHARF APPROACH","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-9F0C-5B9D-E063-4704A8C0331E/current"
"3DCCB7CA-9F20-5B9D-E063-4704A8C0331E","250000","2025-07-29","LS1 4GN","F","N","L","FLAT 176","WATERMANS PLACE, 3","WHARF APPROACH","HOLBECK","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-9F20-5B9D-E063-4704A8C0331E/current"
"402A3A66-AA4D-A7DF-E063-4804A8C0B80D","175000","2025-09-18","LS1 4GN","F","N","L","FLAT 191","WATERMANS PLACE, 3","WHARF APPROACH","HOLBECK","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-AA4D-A7DF-E063-4804A8C0B80D/current"
"44F406B7-5C9B-1095-E063-4704A8C048D4","170000","2025-03-31","LS1 4JF","F","N","L","FLAT 16","19","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B7-5C9B-1095-E063-4704A8C048D4/current"
"36A61A95-693C-DEF2-E063-4704A8C046AE","250000","2025-04-30","LS1 4JF","F","N","L","FLAT 9","19","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-693C-DEF2-E063-4704A8C046AE/current"
"42C129E5-6018-60A9-E063-4804A8C0C25D","55000","2025-08-29","LS1 4JJ","F","N","L","24","WEST POINT","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-6018-60A9-E063-4804A8C0C25D/current"
"49E87C32-AFC2-591C-E063-4704A8C00C31","135000","2025-12-04","LS1 4JL","F","N","L","156","WEST POINT","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-AFC2-591C-E063-4704A8C00C31/current"
"3DCCB7CA-DAE5-5B9D-E063-4704A8C0331E","165000","2025-02-06","LS1 4JL","F","N","L","159","WEST POINT","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-DAE5-5B9D-E063-4704A8C0331E/current"
"34222873-4177-4D2B-E063-4704A8C07853","165000","2025-03-28","LS1 4JU","F","N","L","320","WEST POINT","WELLINGTON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4177-4D2B-E063-4704A8C07853/current"
"34222873-40D5-4D2B-E063-4704A8C07853","280000","2025-03-13","LS1 4LY","T","N","F","","1","LISBON SQUARE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-40D5-4D2B-E063-4704A8C07853/current"
"3B5CE842-7335-EE3A-E063-4804A8C0D6F1","85000","2025-01-31","LS1 4PQ","F","N","L","","99","MARLBOROUGH TOWERS","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-7335-EE3A-E063-4804A8C0D6F1/current"
"3B5CE842-B378-EE3A-E063-4804A8C0D6F1","165000","2025-06-16","LS1 5AD","F","N","L","FLAT 9","8","NEW STATION STREET","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-B378-EE3A-E063-4804A8C0D6F1/current"
"49E87C32-AE9C-591C-E063-4704A8C00C31","140000","2025-12-17","LS1 5HB","F","N","L","35","PARK HOUSE APARTMENTS, 11","PARK ROW","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-AE9C-591C-E063-4704A8C00C31/current"
"44F406B7-5B38-1095-E063-4704A8C048D4","115000","2025-11-14","LS1 5HB","F","N","L","43","PARK HOUSE APARTMENTS, 11","PARK ROW","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/44F406B7-5B38-1095-E063-4704A8C048D4/current"
"3B5CE842-7514-EE3A-E063-4804A8C0D6F1","195000","2025-07-11","LS1 5HU","F","N","L","FLAT 22","14","PARK ROW","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-7514-EE3A-E063-4804A8C0D6F1/current"
"34222873-4141-4D2B-E063-4704A8C07853","168000","2025-03-28","LS1 5PQ","F","N","L","FLAT 8","15","SOUTH PARADE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4141-4D2B-E063-4704A8C07853/current"
"36A61A95-315D-DEF2-E063-4704A8C046AE","126500","2025-03-21","LS1 6DE","F","N","L","FLAT 18","VASSALI HOUSE, 20","CENTRAL ROAD","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-315D-DEF2-E063-4704A8C046AE/current"
"38EDC0C3-8963-0F63-E063-4704A8C00424","152500","2025-06-13","LS1 6DE","F","N","L","FLAT 3","VASSALI HOUSE, 20","CENTRAL ROAD","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-8963-0F63-E063-4704A8C00424/current"
"3DCCB7CA-9D50-5B9D-E063-4704A8C0331E","177500","2025-07-25","LS1 6DE","F","N","L","FLAT 8","VASSALI HOUSE, 20","CENTRAL ROAD","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-9D50-5B9D-E063-4704A8C0331E/current"
"49E87C33-059A-591C-E063-4704A8C00C31","135000","2025-03-10","LS1 6ND","F","N","L","","20","REGENT COURT","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/49E87C33-059A-591C-E063-4704A8C00C31/current"
"42C129E5-AD5D-60A9-E063-4804A8C0C25D","390000","2025-09-09","LS1 6PP","F","N","L","APARTMENT 202","THE BLOMFIELD, 95","VICAR LANE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-AD5D-60A9-E063-4804A8C0C25D/current"
"4777E0AF-73BA-5D59-E063-4804A8C09F8E","181000","2025-10-17","LS1 7BU","F","N","L","","45","RIVERSIDE COURT","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-73BA-5D59-E063-4804A8C09F8E/current"
"4777E0AF-69FF-5D59-E063-4804A8C09F8E","160000","2025-11-07","LS10 1BZ","T","N","F","","18","HILLIDGE ROAD","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-69FF-5D59-E063-4804A8C09F8E/current"
"31C68072-D67B-FEE3-E063-4804A8C04F37","150000","2025-03-21","LS10 1DB","T","N","F","","7","HILLIDGE SQUARE","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-D67B-FEE3-E063-4804A8C04F37/current"
"31C68073-11F1-FEE3-E063-4804A8C04F37","150000","2025-02-27","LS10 1DH","F","N","L","","11","GABRIEL COURT","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/31C68073-11F1-FEE3-E063-4804A8C04F37/current"
"34222873-4181-4D2B-E063-4704A8C07853","95000","2025-03-21","LS10 1DH","F","N","L","","12","GABRIEL COURT","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4181-4D2B-E063-4704A8C07853/current"
"42C129E5-6074-60A9-E063-4804A8C0C25D","141000","2025-09-26","LS10 1DH","F","N","L","","14","GABRIEL COURT","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-6074-60A9-E063-4804A8C0C25D/current"
"31C68073-11ED-FEE3-E063-4804A8C04F37","127500","2025-02-14","LS10 1DH","F","N","L","","37","GABRIEL COURT","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/31C68073-11ED-FEE3-E063-4804A8C04F37/current"
"34222873-4180-4D2B-E063-4704A8C07853","95000","2025-03-21","LS10 1DH","F","N","L","","43","GABRIEL COURT","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-4180-4D2B-E063-4704A8C07853/current"
"42C129E5-5D7D-60A9-E063-4804A8C0C25D","160000","2025-10-24","LS10 1EA","T","N","F","","77","PENNY LANE WAY","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5D7D-60A9-E063-4804A8C0C25D/current"
"42C129E5-5D5E-60A9-E063-4804A8C0C25D","128500","2025-08-08","LS10 1ED","F","N","L","","22","GARDENERS COURT","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5D5E-60A9-E063-4804A8C0C25D/current"
"42C129E5-5DE3-60A9-E063-4804A8C0C25D","214000","2025-04-17","LS10 1ED","T","N","F","","37","GARDENERS COURT","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E5-5DE3-60A9-E063-4804A8C0C25D/current"
"3DCCB7CA-DA80-5B9D-E063-4704A8C0331E","110000","2025-06-13","LS10 1ED","F","N","L","","46","GARDENERS COURT","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-DA80-5B9D-E063-4704A8C0331E/current"
"3B5CE842-79DA-EE3A-E063-4804A8C0D6F1","230000","2025-07-07","LS10 1EQ","F","N","L","FLAT 9 BLOCK C","VICTORIA RIVERSIDE","ATKINSON STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-79DA-EE3A-E063-4804A8C0D6F1/current"
"36A61A95-34FE-DEF2-E063-4704A8C046AE","170000","2025-03-28","LS10 1ER","F","N","L","FLAT 11 BLOCK D","VICTORIA RIVERSIDE","GOODMAN STREET","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/36A61A95-34FE-DEF2-E063-4704A8C046AE/current"
"4777E0AF-B3CC-5D59-E063-4804A8C09F8E","181305","2025-01-13","LS10 1EU","F","N","L","FLAT A","BLOCK B VICTORIA RIVERSIDE","ATKINSON STREET","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B3CC-5D59-E063-4804A8C09F8E/current"
"4777E0AF-B3CD-5D59-E063-4804A8C09F8E","371300","2025-01-13","LS10 1EU","F","N","L","FLAT B","BLOCK B VICTORIA RIVERSIDE","ATKINSON STREET","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B3CD-5D59-E063-4804A8C09F8E/current"
"4777E0AF-B3CE-5D59-E063-4804A8C09F8E","311655","2025-01-13","LS10 1EU","F","N","L","FLAT C","BLOCK B VICTORIA RIVERSIDE","ATKINSON STREET","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B3CE-5D59-E063-4804A8C09F8E/current"
"4777E0AF-B3CF-5D59-E063-4804A8C09F8E","197105","2025-01-13","LS10 1EU","F","N","L","FLAT D","BLOCK B VICTORIA RIVERSIDE","ATKINSON STREET","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B3CF-5D59-E063-4804A8C09F8E/current"
"4777E0AF-B3D0-5D59-E063-4804A8C09F8E","225150","2025-01-13","LS10 1EU","F","N","L","FLAT E","BLOCK B VICTORIA RIVERSIDE","ATKINSON STREET","HUNSLET","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-B3D0-5D59-E063-4804A8C09F8E/current"
"3B5CE842-B4DD-EE3A-E063-4804A8C0D6F1","150000","2025-02-26","LS10 1FB","T","Y","L","","3","CENTRAL PLACE","","LEEDS","LEEDS","WEST YORKSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-B4DD-EE3A-E063-4804A8C0D6F1/current"
"34222873-0CA9-4D2B-E063-4704A8C07853","425000","2025-03-26","LS10 1FB","T","N","L","","11","CENTRAL PLACE","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/34222873-0CA9-4D2B-E063-4704A8C07853/current"
"4777E0AF-7385-5D59-E063-4804A8C09F8E","415000","2025-12-01","LS10 1FB","T","N","L","","19","CENTRAL PLACE","","LEEDS","LEEDS","WEST YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AF-7385-5D59-E063-4804A8C09F8E/current"
