Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number of latest full inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Does the latest full inspection relate to the URN of the current school?,URN at time of latest full inspection,LAESTAB at time of latest full inspection,School name at time of latest full inspection,School type at time of latest full inspection,Category of concern,Safeguarding standards,Safeguarding standards - date of judgement,Inclusion,Inclusion - date of judgement,Curriculum and teaching,Curriculum and teaching - date of judgement,Achievement,Achievement - date of judgement,Attendance and behaviour,Attendance and behaviour - date of judgement,Personal development and wellbeing,Personal development and wellbeing - date of judgement,Early years (where applicable),Early years - date of judgement,Post-16 provision (where applicable),Post-16 provision - date of judgement,Leadership and governance,Leadership and governance - date of judgement,Inspection number of latest OEIF graded inspection,Inspection type of latest OEIF graded inspection,Inspection type grouping of latest OEIF graded inspection,Event type grouping of latest OEIF graded inspection,Inspection start date of latest OEIF graded inspection,Publication date of latest OEIF graded inspection,Does the latest OEIF graded inspection relate to the URN of the current school?,URN at time of latest OEIF graded inspection,LAESTAB at time of latest OEIF graded inspection,School name at time of latest OEIF graded inspection,School type at time of latest OEIF graded inspection,Latest OEIF category of concern,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF  safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Latest ungraded inspection number,Date of latest ungraded inspection,Ungraded inspection publication date,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Ungraded inspection overall outcome,Most recent category of concern
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147271,147271,3832031,Cockburn Haigh Road Academy,Primary,Academy Sponsor Led,01/07/2019,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wakefield and Rothwell,LS26 0NQ,16004,COCKBURN MULTI ACADEMY TRUST,16985,Cockburn Multi Academy Trust,4,78,3,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290366,Academy First Section 5,Academy First Section 5,Schools - S5,05/12/2023,25/01/2024,Yes,147271,3832031,Cockburn Haigh Road Academy,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147482,147482,3833368,"St Augustine's Catholic Primary School, A Voluntary Academy",Primary,Academy Converter,01/03/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 3PF,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,461,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323109,15/05/2024,17/06/2024,Yes,147482,3833368,"St Augustine's Catholic Primary School, A Voluntary Academy",Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147483,147483,3833373,"St Urban's Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/03/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS6 4QD,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,3,204,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211889,S5 Inspection,S5 Inspection,Schools - S5,29/11/2022,15/02/2023,Yes,147483,3833373,"St Urban's Catholic Primary School, a Voluntary Academy",Academy Converter,,2,2,1,1,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147484,147484,3833377,"Sacred Heart Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/10/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS4 2TF,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,189,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10312526,Schools with Serious Weaknesses Visit 1,Section 8 deemed section 5,Schools - S8 deemed S5,22/11/2023,09/01/2024,Yes,147484,3833377,"Sacred Heart Catholic Primary School, a Voluntary Academy",Academy Converter,,2,2,2,2,2,Yes,2,9,10133153,13/02/2020,16/03/2020,No,108031,3833377,Sacred Heart Catholic Primary School,Voluntary Aided School,School remains Good,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147485,147485,3833378,"St Paul's Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/04/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 5ES,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,2,206,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10199329,S5 Inspection,S5 Inspection,Schools - S5,02/11/2021,06/12/2021,Yes,147485,3833378,"St Paul's Catholic Primary School, a Voluntary Academy",Academy Converter,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147486,147486,3833381,"Immaculate Heart of Mary Catholic Primary School, A Voluntary Academy",Primary,Academy Converter,01/03/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6SX,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,2,387,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323110,24/04/2024,22/05/2024,Yes,147486,3833381,"Immaculate Heart of Mary Catholic Primary School, A Voluntary Academy",Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147487,147487,3833383,"Holy Rosary and St Anne's Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/03/2020,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 4AW,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,220,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297486,20/10/2023,30/11/2023,Yes,147487,3833383,"Holy Rosary and St Anne's Catholic Primary School, a Voluntary Academy",Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147554,147554,3832406,Bramhope Primary School,Primary,Academy Converter,01/11/2019,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 9AL,17104,COLLABORATIVE LEARNING TRUST,17259,Prince Henry's Collaborative Learning Trust,1,415,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297493,S5 Inspection,S5 Inspection,Schools - S5,26/11/2024,12/01/2025,Yes,147554,3832406,Bramhope Primary School,Academy Converter,,Not judged,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147632,147632,3832032,Armley Park Primary School,Primary,Academy Sponsor Led,01/12/2019,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS12 2AY,16956,OWLCOTES MULTI ACADEMY TRUST,17096,Owlcotes Multi- Academy Trust,5,235,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323116,Academy First Section 5,Academy First Section 5,Schools - S5,23/04/2024,23/05/2024,Yes,147632,3832032,Armley Park Primary School,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147633,147633,3832033,St Marys Church of England Primary Academy,Primary,Academy Sponsor Led,01/02/2020,Not applicable,Does not have a sixth form,Church of England,Church of England,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 2QY,17104,COLLABORATIVE LEARNING TRUST,17259,Prince Henry's Collaborative Learning Trust,5,219,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323117,Academy First Section 5,Academy First Section 5,Schools - S5,24/09/2024,22/10/2024,Yes,147633,3832033,St Marys Church of England Primary Academy,Academy Sponsor Led,,Not judged,3,2,2,3,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/147945,147945,3832034,Alder Tree Primary Academy,Primary,Academy Sponsor Led,01/12/2020,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 2DR,5316,White Rose Academies Trust,3719,White Rose Academies Trust,5,306,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290373,Academy First Section 5,Academy First Section 5,Schools - S5,08/11/2023,13/12/2023,Yes,147945,3832034,Alder Tree Primary Academy,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148294,148294,3834752,"Corpus Christi Catholic College, A Voluntary Academy",Secondary,Academy Converter,01/04/2021,Non-selective,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 0TT,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,844,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297509,S5 Inspection,S5 Inspection,Schools - S5,12/03/2024,19/05/2024,Yes,148294,3834752,"Corpus Christi Catholic College, A Voluntary Academy",Academy Converter,,3,3,3,3,3,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148527,148527,3834079,Oulton Academy,Secondary,Academy Sponsor Led,01/04/2021,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wakefield and Rothwell,LS26 8EX,17240,CARLTON ACADEMY TRUST,17371,Carlton Academy Trust,4,1094,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297537,Academy First Section 5,Academy First Section 5,Schools - S5,06/03/2024,02/05/2024,Yes,148527,3834079,Oulton Academy,Academy Sponsor Led,,1,1,2,1,1,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148560,148560,3834080,Trinity Academy Leeds,Secondary,Free School,01/09/2021,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 7QL,5689,Trinity Multi Academy Trust,15703,Trinity Multi Academy Trust,5,951,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297542,S5 Inspection,S5 Inspection,Schools - S5,24/04/2024,21/05/2024,Yes,148560,3834080,Trinity Academy Leeds,Free School,,1,1,1,1,1,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148616,148616,3834081,Cockburn Laurence Calvert Academy,Secondary,Free School,01/09/2021,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 4AX,16004,COCKBURN MULTI ACADEMY TRUST,16985,Cockburn Multi Academy Trust,5,822,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297550,S5 Inspection,S5 Inspection,Schools - S5,04/06/2024,07/07/2024,Yes,148616,3834081,Cockburn Laurence Calvert Academy,Free School,,2,2,2,1,2,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148654,148654,3837008,Green Meadows Academy,Special,Academy Special Sponsor Led,01/05/2021,Not applicable,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS20 8LS,5252,WELLSPRING ACADEMY TRUST,5251,Wellspring Academy Trust,4,221,2,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323137,Academy First Section 5,Academy First Section 5,Schools - S5,24/04/2024,12/06/2024,Yes,148654,3837008,Green Meadows Academy,Academy Special Sponsor Led,,2,2,2,2,2,Yes,9,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148739,148739,3833371,"St Francis of Assisi Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/04/2022,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 6RX,16724,ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST,16731,St Gregory the Great Catholic Academy Trust,5,231,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346773,S5 Inspection,S5 Inspection,Schools - S5,01/10/2024,10/11/2024,Yes,148739,3833371,"St Francis of Assisi Catholic Primary School, a Voluntary Academy",Academy Converter,,Not judged,2,1,1,2,Yes,2,9,10121825,05/02/2020,08/03/2020,No,108025,3833371,St Francis of Assisi Catholic Primary School,Voluntary Aided School,School remains Good,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/148793,148793,3834082,John Smeaton Academy,Secondary,Academy Sponsor Led,01/09/2021,Non-selective,Has a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8TA,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,5,610,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323150,Academy First Section 5,Academy First Section 5,Schools - S5,30/04/2024,19/06/2024,Yes,148793,3834082,John Smeaton Academy,Academy Sponsor Led,,2,2,2,2,2,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/149025,149025,3832035,Micklefield Church of England Primary Academy,Primary,Academy Sponsor Led,01/06/2022,Not applicable,Does not have a sixth form,Church of England,Church of England,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Selby,LS25 4AQ,17104,COLLABORATIVE LEARNING TRUST,17259,Prince Henry's Collaborative Learning Trust,4,93,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346809,Academy First Section 5,Academy First Section 5,Schools - S5,29/04/2025,10/06/2025,Yes,149025,3832035,Micklefield Church of England Primary Academy,Academy Sponsor Led,,Not judged,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/149546,149546,3832385,Bardsey Primary Academy,Primary,Academy Converter,01/03/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS17 9DG,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,1,202,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/149547,149547,3832437,Manor Wood Primary School,Primary,Academy Converter,01/06/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 5DJ,16956,OWLCOTES MULTI ACADEMY TRUST,17096,Owlcotes Multi- Academy Trust,2,497,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346829,24/04/2025,08/06/2025,Yes,149547,3832437,Manor Wood Primary School,Academy Converter,Standards maintained,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/149719,149719,3837010,Co-op Academy Brierley,Special,Free School Special,01/09/2023,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 0BA,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,144,4,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/149735,149735,3832401,Ashfield Primary School,Primary,Academy Converter,01/09/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 2DF,17104,COLLABORATIVE LEARNING TRUST,17259,Prince Henry's Collaborative Learning Trust,3,220,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255682,S5 Inspection,S5 Inspection,Schools - S5,13/06/2023,25/07/2023,No,107877,3832401,Ashfield Primary School,Community School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/150228,150228,3833033,Barwick-in-Elmet CofE Primary School and Nursery,Primary,Academy Converter,01/03/2024,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS15 4HL,17570,LEEDS DIOCESAN LEARNING TRUST,17607,Leeds Diocesan Learning Trust,2,212,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/150229,150229,3833329,Roundhay St John's Church of England Primary School,Primary,Academy Converter,01/12/2023,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 2QJ,17570,LEEDS DIOCESAN LEARNING TRUST,17607,Leeds Diocesan Learning Trust,2,245,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/150230,150230,3833908,St Matthew's Church of England Primary School,Primary,Academy Converter,01/04/2024,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 3QF,17570,LEEDS DIOCESAN LEARNING TRUST,17607,Leeds Diocesan Learning Trust,3,379,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10121829,27/02/2020,22/06/2020,No,108047,3833908,St Matthew's Church of England Aided Primary School,Voluntary Aided School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/150406,150406,3833917,Strawberry Fields Primary School,Primary,Academy Converter,01/04/2024,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS25 1LL,16893,SELBY EDUCATIONAL TRUST,16894,Selby Educational Trust,2,332,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
